"Statistic Label","Year","Day of Week","UNIT","VALUE"
"Killed Casualties","2005","Saturday","Number","88"
"Killed Casualties","2006","All days","Number","365"
"Killed Casualties","2006","Sunday","Number","80"
"Killed Casualties","2006","Monday","Number","64"
"Killed Casualties","2006","Tuesday","Number","42"
"Killed Casualties","2006","Wednesday","Number","35"
"Killed Casualties","2006","Thursday","Number","37"
"Killed Casualties","2006","Friday","Number","44"
"Killed Casualties","2006","Saturday","Number","63"
"Killed Casualties","2007","All days","Number","338"
"Killed Casualties","2007","Sunday","Number","75"
"Killed Casualties","2007","Monday","Number","41"
"Killed Casualties","2007","Tuesday","Number","36"
"Killed Casualties","2007","Wednesday","Number","34"
"Killed Casualties","2007","Thursday","Number","56"
"Killed Casualties","2007","Friday","Number","37"
"Killed Casualties","2007","Saturday","Number","59"
"Killed Casualties","2008","All days","Number","279"
"Killed Casualties","2008","Sunday","Number","59"
"Killed Casualties","2008","Monday","Number","38"
"Killed Casualties","2008","Tuesday","Number","34"
"Killed Casualties","2008","Wednesday","Number","31"
"Killed Casualties","2008","Thursday","Number","36"
"Killed Casualties","2008","Friday","Number","33"
"Killed Casualties","2008","Saturday","Number","48"
"Killed Casualties","2009","All days","Number","238"
"Killed Casualties","2009","Sunday","Number","50"
"Killed Casualties","2009","Monday","Number","45"
"Killed Casualties","2009","Tuesday","Number","32"
"Killed Casualties","2009","Wednesday","Number","27"
"Killed Casualties","2009","Thursday","Number","18"
"Killed Casualties","2009","Friday","Number","30"
"Killed Casualties","2009","Saturday","Number","36"
"Killed Casualties","2010","All days","Number","212"
"Killed Casualties","2010","Sunday","Number","54"
"Killed Casualties","2010","Monday","Number","23"
"Killed Casualties","2010","Tuesday","Number","23"
"Killed Casualties","2010","Wednesday","Number","24"
"Killed Casualties","2010","Thursday","Number","22"
"Killed Casualties","2010","Friday","Number","26"
"Killed Casualties","2010","Saturday","Number","40"
"Killed Casualties","2011","All days","Number","186"
"Killed Casualties","2011","Sunday","Number","30"
"Killed Casualties","2011","Monday","Number","30"
"Killed Casualties","2011","Tuesday","Number","29"
"Killed Casualties","2011","Wednesday","Number","21"
"Killed Casualties","2011","Thursday","Number","21"
"Killed Casualties","2011","Friday","Number","35"
"Killed Casualties","2011","Saturday","Number","20"
"Killed Casualties","2012","All days","Number","162"
"Killed Casualties","2012","Sunday","Number","39"
"Killed Casualties","2012","Monday","Number","17"
"Killed Casualties","2012","Tuesday","Number","11"
"Killed Casualties","2012","Wednesday","Number","21"
"Killed Casualties","2012","Thursday","Number","19"
"Killed Casualties","2012","Friday","Number","28"
"Killed Casualties","2012","Saturday","Number","27"
"Killed Casualties","2013","All days","Number","188"
"Killed Casualties","2013","Sunday","Number","32"
"Killed Casualties","2013","Monday","Number","29"
"Killed Casualties","2013","Tuesday","Number","19"
"Killed Casualties","2013","Wednesday","Number","21"
"Killed Casualties","2013","Thursday","Number","25"
"Killed Casualties","2013","Friday","Number","35"
"Killed Casualties","2013","Saturday","Number","27"
"Killed Casualties","2014","All days","Number","192"
"Killed Casualties","2014","Sunday","Number","30"
"Killed Casualties","2014","Monday","Number","26"
"Killed Casualties","2014","Tuesday","Number","18"
"Killed Casualties","2014","Wednesday","Number","25"
"Killed Casualties","2014","Thursday","Number","38"
"Killed Casualties","2014","Friday","Number","27"
"Killed Casualties","2014","Saturday","Number","28"
"Killed Casualties","2015","All days","Number","162"
"Killed Casualties","2015","Sunday","Number","31"
"Killed Casualties","2015","Monday","Number","20"
"Killed Casualties","2015","Tuesday","Number","27"
"Killed Casualties","2015","Wednesday","Number","20"
"Killed Casualties","2015","Thursday","Number","19"
"Killed Casualties","2015","Friday","Number","23"
"Killed Casualties","2015","Saturday","Number","22"
"Killed Casualties","2016","All days","Number","186"
"Killed Casualties","2016","Sunday","Number","37"
"Killed Casualties","2016","Monday","Number","20"
"Killed Casualties","2016","Tuesday","Number","29"
"Killed Casualties","2016","Wednesday","Number","25"
"Killed Casualties","2016","Thursday","Number","32"
"Killed Casualties","2016","Friday","Number","15"
"Killed Casualties","2016","Saturday","Number","28"
"Killed Casualties","2017","All days","Number","156"
"Killed Casualties","2017","Sunday","Number","31"
"Killed Casualties","2017","Monday","Number","38"
"Killed Casualties","2017","Tuesday","Number","17"
"Killed Casualties","2017","Wednesday","Number","17"
"Killed Casualties","2017","Thursday","Number","10"
"Killed Casualties","2017","Friday","Number","20"
"Killed Casualties","2017","Saturday","Number","23"
"Killed Casualties","2018","All days","Number","139"
"Killed Casualties","2018","Sunday","Number","31"
"Killed Casualties","2018","Monday","Number","18"
"Killed Casualties","2018","Tuesday","Number","22"
"Killed Casualties","2018","Wednesday","Number","17"
"Killed Casualties","2018","Thursday","Number","15"
"Killed Casualties","2018","Friday","Number","18"
"Killed Casualties","2018","Saturday","Number","18"
"Killed Casualties","2019","All days","Number","140"
"Killed Casualties","2019","Sunday","Number","32"
"Killed Casualties","2019","Monday","Number","18"
"Killed Casualties","2019","Tuesday","Number","13"
"Killed Casualties","2019","Wednesday","Number","10"
"Killed Casualties","2019","Thursday","Number","23"
"Killed Casualties","2019","Friday","Number","26"
"Killed Casualties","2019","Saturday","Number","18"
"Killed Casualties","2020","All days","Number","147"
"Killed Casualties","2020","Sunday","Number","21"
"Killed Casualties","2020","Monday","Number","24"
"Killed Casualties","2020","Tuesday","Number","19"
"Killed Casualties","2020","Wednesday","Number","24"
"Killed Casualties","2020","Thursday","Number","16"
"Killed Casualties","2020","Friday","Number","14"
"Killed Casualties","2020","Saturday","Number","29"
"Killed Casualties","2021","All days","Number","136"
"Killed Casualties","2021","Sunday","Number","16"
"Killed Casualties","2021","Monday","Number","20"
"Killed Casualties","2021","Tuesday","Number","23"
"Killed Casualties","2021","Wednesday","Number","17"
"Killed Casualties","2021","Thursday","Number","23"
"Killed Casualties","2021","Friday","Number","16"
"Killed Casualties","2021","Saturday","Number","21"
"Killed Casualties","2022","All days","Number","153"
"Killed Casualties","2022","Sunday","Number","31"
"Killed Casualties","2022","Monday","Number","17"
"Killed Casualties","2022","Tuesday","Number","18"
"Killed Casualties","2022","Wednesday","Number","21"
"Killed Casualties","2022","Thursday","Number","22"
"Killed Casualties","2022","Friday","Number","24"
"Killed Casualties","2022","Saturday","Number","20"
"Injured Casualties","2005","All days","Number","9318"
"Injured Casualties","2005","Sunday","Number","1528"
"Injured Casualties","2005","Monday","Number","1310"
"Injured Casualties","2005","Tuesday","Number","1105"
"Injured Casualties","2005","Wednesday","Number","1180"
"Injured Casualties","2005","Thursday","Number","1248"
"Injured Casualties","2005","Friday","Number","1476"
"Injured Casualties","2005","Saturday","Number","1471"
"Injured Casualties","2006","All days","Number","8575"
"Injured Casualties","2006","Sunday","Number","1474"
"Injured Casualties","2006","Monday","Number","1207"
"Injured Casualties","2006","Tuesday","Number","1157"
"Injured Casualties","2006","Wednesday","Number","1030"
"Injured Casualties","2006","Thursday","Number","1003"
"Injured Casualties","2006","Friday","Number","1297"
"Injured Casualties","2006","Saturday","Number","1407"
"Injured Casualties","2007","All days","Number","7806"
"Injured Casualties","2007","Sunday","Number","1260"
"Injured Casualties","2007","Monday","Number","1028"
"Injured Casualties","2007","Tuesday","Number","1013"
"Injured Casualties","2007","Wednesday","Number","1058"
"Injured Casualties","2007","Thursday","Number","1041"
"Injured Casualties","2007","Friday","Number","1215"
"Injured Casualties","2007","Saturday","Number","1191"
"Injured Casualties","2008","All days","Number","9758"
"Injured Casualties","2008","Sunday","Number","1474"
"Injured Casualties","2008","Monday","Number","1347"
"Injured Casualties","2008","Tuesday","Number","1421"
"Injured Casualties","2008","Wednesday","Number","1279"
"Injured Casualties","2008","Thursday","Number","1339"
"Injured Casualties","2008","Friday","Number","1440"
"Injured Casualties","2008","Saturday","Number","1458"
"Injured Casualties","2009","All days","Number","9742"
"Injured Casualties","2009","Sunday","Number","1507"
"Injured Casualties","2009","Monday","Number","1480"
"Injured Casualties","2009","Tuesday","Number","1199"
"Injured Casualties","2009","Wednesday","Number","1331"
"Injured Casualties","2009","Thursday","Number","1318"
"Injured Casualties","2009","Friday","Number","1501"
"Injured Casualties","2009","Saturday","Number","1406"
"Injured Casualties","2010","All days","Number","8270"
"Injured Casualties","2010","Sunday","Number","1304"
"Injured Casualties","2010","Monday","Number","1114"
"Injured Casualties","2010","Tuesday","Number","1011"
"Injured Casualties","2010","Wednesday","Number","1120"
"Injured Casualties","2010","Thursday","Number","1074"
"Injured Casualties","2010","Friday","Number","1402"
"Injured Casualties","2010","Saturday","Number","1245"
"Injured Casualties","2011","All days","Number","7235"
"Injured Casualties","2011","Sunday","Number","1091"
"Injured Casualties","2011","Monday","Number","987"
"Injured Casualties","2011","Tuesday","Number","1004"
"Injured Casualties","2011","Wednesday","Number","1016"
"Injured Casualties","2011","Thursday","Number","932"
"Injured Casualties","2011","Friday","Number","1126"
"Injured Casualties","2011","Saturday","Number","1079"
"Injured Casualties","2012","All days","Number","7942"
"Injured Casualties","2012","Sunday","Number","1169"
"Injured Casualties","2012","Monday","Number","1133"
"Injured Casualties","2012","Tuesday","Number","1068"
"Injured Casualties","2012","Wednesday","Number","1037"
"Injured Casualties","2012","Thursday","Number","1134"
"Injured Casualties","2012","Friday","Number","1329"
"Injured Casualties","2012","Saturday","Number","1072"
"Injured Casualties","2013","All days","Number","6880"
"Injured Casualties","2013","Sunday","Number","872"
"Injured Casualties","2013","Monday","Number","982"
"Injured Casualties","2013","Tuesday","Number","913"
"Injured Casualties","2013","Wednesday","Number","1028"
"Injured Casualties","2013","Thursday","Number","1006"
"Injured Casualties","2013","Friday","Number","1095"
"Injured Casualties","2013","Saturday","Number","984"
"Injured Casualties","2014","All days","Number","8079"
"Injured Casualties","2014","Sunday","Number","1050"
"Injured Casualties","2014","Monday","Number","1248"
"Injured Casualties","2014","Tuesday","Number","1143"
"Injured Casualties","2014","Wednesday","Number","1062"
"Injured Casualties","2014","Thursday","Number","1113"
"Injured Casualties","2014","Friday","Number","1251"
"Injured Casualties","2014","Saturday","Number","1212"
"Injured Casualties","2015","All days","Number","7840"
"Injured Casualties","2015","Sunday","Number","1076"
"Injured Casualties","2015","Monday","Number","1172"
"Injured Casualties","2015","Tuesday","Number","1086"
"Injured Casualties","2015","Wednesday","Number","1122"
"Injured Casualties","2015","Thursday","Number","1113"
"Injured Casualties","2015","Friday","Number","1197"
"Injured Casualties","2015","Saturday","Number","1074"
"Injured Casualties","2016","All days","Number","7710"
"Injured Casualties","2016","Sunday","Number","1044"
"Injured Casualties","2016","Monday","Number","1105"
"Injured Casualties","2016","Tuesday","Number","1094"
"Injured Casualties","2016","Wednesday","Number","1113"
"Injured Casualties","2016","Thursday","Number","1040"
"Injured Casualties","2016","Friday","Number","1189"
"Injured Casualties","2016","Saturday","Number","1125"
"Injured Casualties","2017","All days","Number","7778"
"Injured Casualties","2017","Sunday","Number","1062"
"Injured Casualties","2017","Monday","Number","1065"
"Injured Casualties","2017","Tuesday","Number","1084"
"Injured Casualties","2017","Wednesday","Number","1130"
"Injured Casualties","2017","Thursday","Number","1156"
"Injured Casualties","2017","Friday","Number","1165"
"Injured Casualties","2017","Saturday","Number","1116"
"Injured Casualties","2018","All days","Number","8011"
"Injured Casualties","2018","Sunday","Number","995"
"Injured Casualties","2018","Monday","Number","1137"
"Injured Casualties","2018","Tuesday","Number","1145"
"Injured Casualties","2018","Wednesday","Number","1108"
"Injured Casualties","2018","Thursday","Number","1203"
"Injured Casualties","2018","Friday","Number","1312"
"Injured Casualties","2018","Saturday","Number","1111"
"Injured Casualties","2019","All days","Number","7579"
"Injured Casualties","2019","Sunday","Number","981"
"Injured Casualties","2019","Monday","Number","1071"
"Injured Casualties","2019","Tuesday","Number","1057"
"Injured Casualties","2019","Wednesday","Number","1108"
"Injured Casualties","2019","Thursday","Number","1181"
"Injured Casualties","2019","Friday","Number","1214"
"Injured Casualties","2019","Saturday","Number","967"
"Injured Casualties","2020","All days","Number","5596"
"Injured Casualties","2020","Sunday","Number","686"
"Injured Casualties","2020","Monday","Number","787"
"Injured Casualties","2020","Tuesday","Number","798"
"Injured Casualties","2020","Wednesday","Number","787"
"Injured Casualties","2020","Thursday","Number","815"
"Injured Casualties","2020","Friday","Number","923"
"Injured Casualties","2020","Saturday","Number","800"
"Injured Casualties","2021","All days","Number","6196"
"Injured Casualties","2021","Sunday","Number","818"
"Injured Casualties","2021","Monday","Number","797"
"Injured Casualties","2021","Tuesday","Number","821"
"Injured Casualties","2021","Wednesday","Number","913"
"Injured Casualties","2021","Thursday","Number","902"
"Injured Casualties","2021","Friday","Number","1024"
"Injured Casualties","2021","Saturday","Number","921"
"Injured Casualties","2022","All days","Number","7358"
"Injured Casualties","2022","Sunday","Number","934"
"Injured Casualties","2022","Monday","Number","1027"
"Injured Casualties","2022","Tuesday","Number","1023"
"Injured Casualties","2022","Wednesday","Number","1045"
"Injured Casualties","2022","Thursday","Number","1080"
"Injured Casualties","2022","Friday","Number","1160"
"Injured Casualties","2022","Saturday","Number","1089"
"All Killed and Injured Casualties","2005","All days","Number","9714"
"All Killed and Injured Casualties","2005","Sunday","Number","1617"
"All Killed and Injured Casualties","2005","Monday","Number","1357"
"All Killed and Injured Casualties","2005","Tuesday","Number","1134"
"All Killed and Injured Casualties","2005","Wednesday","Number","1218"
"All Killed and Injured Casualties","2005","Thursday","Number","1297"
"All Killed and Injured Casualties","2005","Friday","Number","1532"
"All Killed and Injured Casualties","2005","Saturday","Number","1559"
"All Killed and Injured Casualties","2006","All days","Number","8940"
"All Killed and Injured Casualties","2006","Sunday","Number","1554"
"All Killed and Injured Casualties","2006","Monday","Number","1271"
"All Killed and Injured Casualties","2006","Tuesday","Number","1199"
"All Killed and Injured Casualties","2006","Wednesday","Number","1065"
"All Killed and Injured Casualties","2006","Thursday","Number","1040"
"All Killed and Injured Casualties","2006","Friday","Number","1341"
"All Killed and Injured Casualties","2006","Saturday","Number","1470"
"All Killed and Injured Casualties","2007","All days","Number","8144"
"All Killed and Injured Casualties","2007","Sunday","Number","1335"
"All Killed and Injured Casualties","2007","Monday","Number","1069"
"All Killed and Injured Casualties","2007","Tuesday","Number","1049"
"All Killed and Injured Casualties","2007","Wednesday","Number","1092"
"All Killed and Injured Casualties","2007","Thursday","Number","1097"
"All Killed and Injured Casualties","2007","Friday","Number","1252"
"All Killed and Injured Casualties","2007","Saturday","Number","1250"
"All Killed and Injured Casualties","2008","All days","Number","10037"
"All Killed and Injured Casualties","2008","Sunday","Number","1533"
"All Killed and Injured Casualties","2008","Monday","Number","1385"
"All Killed and Injured Casualties","2008","Tuesday","Number","1455"
"All Killed and Injured Casualties","2008","Wednesday","Number","1310"
"All Killed and Injured Casualties","2008","Thursday","Number","1375"
"All Killed and Injured Casualties","2008","Friday","Number","1473"
"All Killed and Injured Casualties","2008","Saturday","Number","1506"
"All Killed and Injured Casualties","2009","All days","Number","9980"
"All Killed and Injured Casualties","2009","Sunday","Number","1557"
"All Killed and Injured Casualties","2009","Monday","Number","1525"
"All Killed and Injured Casualties","2009","Tuesday","Number","1231"
"All Killed and Injured Casualties","2009","Wednesday","Number","1358"
"All Killed and Injured Casualties","2009","Thursday","Number","1336"
"All Killed and Injured Casualties","2009","Friday","Number","1531"
"All Killed and Injured Casualties","2009","Saturday","Number","1442"
"All Killed and Injured Casualties","2010","All days","Number","8482"
"All Killed and Injured Casualties","2010","Sunday","Number","1358"
"All Killed and Injured Casualties","2010","Monday","Number","1137"
"All Killed and Injured Casualties","2010","Tuesday","Number","1034"
"All Killed and Injured Casualties","2010","Wednesday","Number","1144"
"All Killed and Injured Casualties","2010","Thursday","Number","1096"
"All Killed and Injured Casualties","2010","Friday","Number","1428"
"All Killed and Injured Casualties","2010","Saturday","Number","1285"
"All Killed and Injured Casualties","2011","All days","Number","7421"
"All Killed and Injured Casualties","2011","Sunday","Number","1121"
"All Killed and Injured Casualties","2011","Monday","Number","1017"
"All Killed and Injured Casualties","2011","Tuesday","Number","1033"
"All Killed and Injured Casualties","2011","Wednesday","Number","1037"
"All Killed and Injured Casualties","2011","Thursday","Number","953"
"All Killed and Injured Casualties","2011","Friday","Number","1161"
"All Killed and Injured Casualties","2011","Saturday","Number","1099"
"All Killed and Injured Casualties","2012","All days","Number","8104"
"All Killed and Injured Casualties","2012","Sunday","Number","1208"
"All Killed and Injured Casualties","2012","Monday","Number","1150"
"All Killed and Injured Casualties","2012","Tuesday","Number","1079"
"All Killed and Injured Casualties","2012","Wednesday","Number","1058"
"All Killed and Injured Casualties","2012","Thursday","Number","1153"
"All Killed and Injured Casualties","2012","Friday","Number","1357"
"All Killed and Injured Casualties","2012","Saturday","Number","1099"
"All Killed and Injured Casualties","2013","All days","Number","7068"
"All Killed and Injured Casualties","2013","Sunday","Number","904"
"All Killed and Injured Casualties","2013","Monday","Number","1011"
"All Killed and Injured Casualties","2013","Tuesday","Number","932"
"All Killed and Injured Casualties","2013","Wednesday","Number","1049"
"All Killed and Injured Casualties","2013","Thursday","Number","1031"
"All Killed and Injured Casualties","2013","Friday","Number","1130"
"All Killed and Injured Casualties","2013","Saturday","Number","1011"
"All Killed and Injured Casualties","2014","All days","Number","8271"
"All Killed and Injured Casualties","2014","Sunday","Number","1080"
"All Killed and Injured Casualties","2014","Monday","Number","1274"
"All Killed and Injured Casualties","2014","Tuesday","Number","1161"
"All Killed and Injured Casualties","2014","Wednesday","Number","1087"
"All Killed and Injured Casualties","2014","Thursday","Number","1151"
"All Killed and Injured Casualties","2014","Friday","Number","1278"
"All Killed and Injured Casualties","2014","Saturday","Number","1240"
"All Killed and Injured Casualties","2015","All days","Number","8002"
"All Killed and Injured Casualties","2015","Sunday","Number","1107"
"All Killed and Injured Casualties","2015","Monday","Number","1192"
"All Killed and Injured Casualties","2015","Tuesday","Number","1113"
"All Killed and Injured Casualties","2015","Wednesday","Number","1142"
"All Killed and Injured Casualties","2015","Thursday","Number","1132"
"All Killed and Injured Casualties","2015","Friday","Number","1220"
"All Killed and Injured Casualties","2015","Saturday","Number","1096"
"All Killed and Injured Casualties","2016","All days","Number","7896"
"All Killed and Injured Casualties","2016","Sunday","Number","1081"
"All Killed and Injured Casualties","2016","Monday","Number","1125"
"All Killed and Injured Casualties","2016","Tuesday","Number","1123"
"All Killed and Injured Casualties","2016","Wednesday","Number","1138"
"All Killed and Injured Casualties","2016","Thursday","Number","1072"
"All Killed and Injured Casualties","2016","Friday","Number","1204"
"All Killed and Injured Casualties","2016","Saturday","Number","1153"
"All Killed and Injured Casualties","2017","All days","Number","7934"
"All Killed and Injured Casualties","2017","Sunday","Number","1093"
"All Killed and Injured Casualties","2017","Monday","Number","1103"
"All Killed and Injured Casualties","2017","Tuesday","Number","1101"
"All Killed and Injured Casualties","2017","Wednesday","Number","1147"
"All Killed and Injured Casualties","2017","Thursday","Number","1166"
"All Killed and Injured Casualties","2017","Friday","Number","1185"
"All Killed and Injured Casualties","2017","Saturday","Number","1139"
"All Killed and Injured Casualties","2018","All days","Number","8150"
"All Killed and Injured Casualties","2018","Sunday","Number","1026"
"All Killed and Injured Casualties","2018","Monday","Number","1155"
"All Killed and Injured Casualties","2018","Tuesday","Number","1167"
"All Killed and Injured Casualties","2018","Wednesday","Number","1125"
"All Killed and Injured Casualties","2018","Thursday","Number","1218"
"All Killed and Injured Casualties","2018","Friday","Number","1330"
"All Killed and Injured Casualties","2018","Saturday","Number","1129"
"All Killed and Injured Casualties","2019","All days","Number","7719"
"All Killed and Injured Casualties","2019","Sunday","Number","1013"
"All Killed and Injured Casualties","2019","Monday","Number","1089"
"All Killed and Injured Casualties","2019","Tuesday","Number","1070"
"All Killed and Injured Casualties","2019","Wednesday","Number","1118"
"All Killed and Injured Casualties","2019","Thursday","Number","1204"
"All Killed and Injured Casualties","2019","Friday","Number","1240"
"All Killed and Injured Casualties","2019","Saturday","Number","985"
"All Killed and Injured Casualties","2020","All days","Number","5743"
"All Killed and Injured Casualties","2020","Sunday","Number","707"
"All Killed and Injured Casualties","2020","Monday","Number","811"
"All Killed and Injured Casualties","2020","Tuesday","Number","817"
"All Killed and Injured Casualties","2020","Wednesday","Number","811"
"All Killed and Injured Casualties","2020","Thursday","Number","831"
"All Killed and Injured Casualties","2020","Friday","Number","937"
"All Killed and Injured Casualties","2020","Saturday","Number","829"
"All Killed and Injured Casualties","2021","All days","Number","6332"
"All Killed and Injured Casualties","2021","Sunday","Number","834"
"All Killed and Injured Casualties","2021","Monday","Number","817"
"All Killed and Injured Casualties","2021","Tuesday","Number","844"
"All Killed and Injured Casualties","2021","Wednesday","Number","930"
"All Killed and Injured Casualties","2021","Thursday","Number","925"
"All Killed and Injured Casualties","2021","Friday","Number","1040"
"All Killed and Injured Casualties","2021","Saturday","Number","942"
"All Killed and Injured Casualties","2022","All days","Number","7511"
"All Killed and Injured Casualties","2022","Sunday","Number","965"
"All Killed and Injured Casualties","2022","Monday","Number","1044"
"All Killed and Injured Casualties","2022","Tuesday","Number","1041"
"All Killed and Injured Casualties","2022","Wednesday","Number","1066"
"All Killed and Injured Casualties","2022","Thursday","Number","1102"
"All Killed and Injured Casualties","2022","Friday","Number","1184"
"All Killed and Injured Casualties","2022","Saturday","Number","1109"
